"location","peoNum","time","isHoliday","min_temp","max_temp","avg_temp","subjective_precipitation_category"
"PQFN",15,"2026-03-04T03:00:02.292Z",false,15,18,16.4,2
"CMSC",18,"2026-03-04T03:00:02.292Z",false,14.7,21.4,17.3,2
"NTSC",13,"2026-03-04T03:00:02.292Z",false,14.7,21.4,17.3,2
"RFFN",16,"2026-03-04T03:00:02.292Z",false,15,18,16.4,2
"ZBSC",12,"2026-03-04T03:00:02.292Z",false,16.8,22.5,18.8,2
"BTSC",11,"2026-03-04T03:15:02.310Z",false,15,18,16.4,2
"DTSC",27,"2026-03-04T03:15:02.310Z",false,15.2,17.6,16.5,3
"JJSC",46,"2026-03-04T03:15:02.310Z",false,15.2,17.6,16.5,3
"NHSC",36,"2026-03-04T03:15:02.310Z",false,15,18,16.4,2
"SLSC",28,"2026-03-04T03:15:02.310Z",false,15,18,16.4,2
"SSSC",21,"2026-03-04T03:15:02.310Z",false,15,18,16.4,2
"WSSC",19,"2026-03-04T03:15:02.310Z",false,15.2,17.6,16.5,3
"ZSSC",16,"2026-03-04T03:15:02.310Z",false,15.2,17.6,16.5,3
"LKSC",17,"2026-03-04T03:15:02.310Z",false,15.2,17.6,16.5,3
"TYSC",18,"2026-03-04T03:15:02.310Z",false,15.9,21.5,18.1,2
"SCSC",28,"2026-03-04T03:15:02.310Z",false,15.2,17.6,16.5,3
"NGSC",39,"2026-03-04T03:15:02.310Z",false,15,18,16.4,2
"PQFN",13,"2026-03-04T03:15:02.310Z",false,15,18,16.4,2
"CMSC",17,"2026-03-04T03:15:02.310Z",false,14.7,21.4,17.3,2
"NTSC",9,"2026-03-04T03:15:02.310Z",false,14.7,21.4,17.3,2
"RFFN",15,"2026-03-04T03:15:02.310Z",false,15,18,16.4,2
"BTSC",11,"2026-03-04T03:30:02.301Z",false,15,18,16.4,2
"DTSC",36,"2026-03-04T03:30:02.301Z",false,15.2,17.6,16.5,3
"JJSC",46,"2026-03-04T03:30:02.301Z",false,15.2,17.6,16.5,3
"NHSC",33,"2026-03-04T03:30:02.301Z",false,15,18,16.4,2
"SLSC",22,"2026-03-04T03:30:02.301Z",false,15,18,16.4,2
"SSSC",24,"2026-03-04T03:30:02.301Z",false,15,18,16.4,2
"WSSC",16,"2026-03-04T03:30:02.301Z",false,15.2,17.6,16.5,3
"ZSSC",19,"2026-03-04T03:30:02.301Z",false,15.2,17.6,16.5,3
"LKSC",19,"2026-03-04T03:30:02.301Z",false,15.2,17.6,16.5,3
"TYSC",16,"2026-03-04T03:30:02.301Z",false,15.9,21.5,18.1,2
"SCSC",28,"2026-03-04T03:30:02.301Z",false,15.2,17.6,16.5,3
"NGSC",37,"2026-03-04T03:30:02.301Z",false,15,18,16.4,2
"PQFN",12,"2026-03-04T03:30:02.301Z",false,15,18,16.4,2
"CMSC",19,"2026-03-04T03:30:02.301Z",false,14.7,21.4,17.3,2
"NTSC",18,"2026-03-04T03:30:02.301Z",false,14.7,21.4,17.3,2
"RFFN",16,"2026-03-04T03:30:02.301Z",false,15,18,16.4,2
"ZBSC",15,"2026-03-04T03:30:02.301Z",false,16.8,22.5,18.8,2
"BTSC",5,"2026-03-04T03:45:02.221Z",false,15,18,16.4,2
"DTSC",40,"2026-03-04T03:45:02.221Z",false,15.2,17.6,16.5,3
"JJSC",43,"2026-03-04T03:45:02.221Z",false,15.2,17.6,16.5,3
"NHSC",28,"2026-03-04T03:45:02.221Z",false,15,18,16.4,2
"SLSC",21,"2026-03-04T03:45:02.221Z",false,15,18,16.4,2
"SSSC",25,"2026-03-04T03:45:02.221Z",false,15,18,16.4,2
"WSSC",16,"2026-03-04T03:45:02.221Z",false,15.2,17.6,16.5,3
"ZSSC",18,"2026-03-04T03:45:02.221Z",false,15.2,17.6,16.5,3
"LKSC",17,"2026-03-04T03:45:02.221Z",false,15.2,17.6,16.5,3
"TYSC",21,"2026-03-04T03:45:02.221Z",false,15.9,21.5,18.1,2
"SCSC",20,"2026-03-04T03:45:02.221Z",false,15.2,17.6,16.5,3
"NGSC",33,"2026-03-04T03:45:02.221Z",false,15,18,16.4,2
"PQFN",12,"2026-03-04T03:45:02.221Z",false,15,18,16.4,2
"CMSC",17,"2026-03-04T03:45:02.221Z",false,14.7,21.4,17.3,2
"NTSC",22,"2026-03-04T03:45:02.221Z",false,14.7,21.4,17.3,2
"RFFN",14,"2026-03-04T03:45:02.221Z",false,15,18,16.4,2
"ZBSC",17,"2026-03-04T03:45:02.221Z",false,16.8,22.5,18.8,2
"BTSC",6,"2026-03-04T04:00:02.554Z",false,15,18,16.4,2
"DTSC",43,"2026-03-04T04:00:02.554Z",false,15.2,17.6,16.5,3
"JJSC",44,"2026-03-04T04:00:02.554Z",false,15.2,17.6,16.5,3
"NHSC",32,"2026-03-04T04:00:02.554Z",false,15,18,16.4,2
"SLSC",21,"2026-03-04T04:00:02.554Z",false,15,18,16.4,2
"SSSC",20,"2026-03-04T04:00:02.554Z",false,15,18,16.4,2
"WSSC",17,"2026-03-04T04:00:02.554Z",false,15.2,17.6,16.5,3
"ZSSC",17,"2026-03-04T04:00:02.554Z",false,15.2,17.6,16.5,3
"LKSC",14,"2026-03-04T04:00:02.554Z",false,15.2,17.6,16.5,3
"TYSC",22,"2026-03-04T04:00:02.554Z",false,15.9,21.5,18.1,2
"SCSC",3,"2026-03-04T04:00:02.554Z",false,15.2,17.6,16.5,3
"NGSC",25,"2026-03-04T04:00:02.554Z",false,15,18,16.4,2
"PQFN",13,"2026-03-04T04:00:02.554Z",false,15,18,16.4,2
"CMSC",14,"2026-03-04T04:00:02.554Z",false,14.7,21.4,17.3,2
"NTSC",28,"2026-03-04T04:00:02.554Z",false,14.7,21.4,17.3,2
"RFFN",14,"2026-03-04T04:00:02.554Z",false,15,18,16.4,2
"BTSC",10,"2026-03-04T04:15:01.828Z",false,15,18,16.4,2
"DTSC",35,"2026-03-04T04:15:01.828Z",false,15.2,17.6,16.5,3
"JJSC",54,"2026-03-04T04:15:01.828Z",false,15.2,17.6,16.5,3
"NHSC",45,"2026-03-04T04:15:01.828Z",false,15,18,16.4,2
"SLSC",22,"2026-03-04T04:15:01.828Z",false,15,18,16.4,2
"SSSC",26,"2026-03-04T04:15:01.828Z",false,15,18,16.4,2
"WSSC",15,"2026-03-04T04:15:01.828Z",false,15.2,17.6,16.5,3
"ZSSC",23,"2026-03-04T04:15:01.828Z",false,15.2,17.6,16.5,3
"LKSC",16,"2026-03-04T04:15:01.828Z",false,15.2,17.6,16.5,3
"TYSC",19,"2026-03-04T04:15:01.828Z",false,15.9,21.5,18.1,2
"SCSC",0,"2026-03-04T04:15:01.828Z",false,15.2,17.6,16.5,3
"NGSC",22,"2026-03-04T04:15:01.828Z",false,15,18,16.4,2
"PQFN",13,"2026-03-04T04:15:01.828Z",false,15,18,16.4,2
"CMSC",16,"2026-03-04T04:15:01.828Z",false,14.7,21.4,17.3,2
"NTSC",27,"2026-03-04T04:15:01.828Z",false,14.7,21.4,17.3,2
"RFFN",11,"2026-03-04T04:15:01.828Z",false,15,18,16.4,2
"BTSC",9,"2026-03-04T04:30:01.921Z",false,15,18,16.4,2
"DTSC",36,"2026-03-04T04:30:01.921Z",false,15.2,17.6,16.5,3
"JJSC",69,"2026-03-04T04:30:01.921Z",false,15.2,17.6,16.5,3
"NHSC",65,"2026-03-04T04:30:01.921Z",false,15,18,16.4,2
"SLSC",24,"2026-03-04T04:30:01.921Z",false,15,18,16.4,2
"SSSC",37,"2026-03-04T04:30:01.921Z",false,15,18,16.4,2
"WSSC",17,"2026-03-04T04:30:01.921Z",false,15.2,17.6,16.5,3
"ZSSC",28,"2026-03-04T04:30:01.921Z",false,15.2,17.6,16.5,3
"LKSC",15,"2026-03-04T04:30:01.921Z",false,15.2,17.6,16.5,3
"TYSC",22,"2026-03-04T04:30:01.921Z",false,15.9,21.5,18.1,2
"SCSC",0,"2026-03-04T04:30:01.921Z",false,15.2,17.6,16.5,3
"NGSC",30,"2026-03-04T04:30:01.921Z",false,15,18,16.4,2
"PQFN",14,"2026-03-04T04:30:01.921Z",false,15,18,16.4,2
"CMSC",15,"2026-03-04T04:30:01.921Z",false,14.7,21.4,17.3,2
"NTSC",25,"2026-03-04T04:30:01.921Z",false,14.7,21.4,17.3,2
"RFFN",11,"2026-03-04T04:30:01.921Z",false,15,18,16.4,2
"BTSC",8,"2026-03-04T04:45:01.924Z",false,15,18,16.4,2
"DTSC",37,"2026-03-04T04:45:01.924Z",false,15.2,17.6,16.5,3
"JJSC",73,"2026-03-04T04:45:01.924Z",false,15.2,17.6,16.5,3
"NHSC",62,"2026-03-04T04:45:01.924Z",false,15,18,16.4,2
"SLSC",23,"2026-03-04T04:45:01.924Z",false,15,18,16.4,2
"SSSC",34,"2026-03-04T04:45:01.924Z",false,15,18,16.4,2
"WSSC",18,"2026-03-04T04:45:01.924Z",false,15.2,17.6,16.5,3
"ZSSC",23,"2026-03-04T04:45:01.924Z",false,15.2,17.6,16.5,3
"LKSC",17,"2026-03-04T04:45:01.924Z",false,15.2,17.6,16.5,3
"TYSC",18,"2026-03-04T04:45:01.924Z",false,15.9,21.5,18.1,2
"SCSC",0,"2026-03-04T04:45:01.924Z",false,15.2,17.6,16.5,3
"NGSC",38,"2026-03-04T04:45:01.924Z",false,15,18,16.4,2
"PQFN",12,"2026-03-04T04:45:01.924Z",false,15,18,16.4,2
"CMSC",17,"2026-03-04T04:45:01.924Z",false,14.7,21.4,17.3,2
"NTSC",25,"2026-03-04T04:45:01.924Z",false,14.7,21.4,17.3,2
"RFFN",9,"2026-03-04T04:45:01.924Z",false,15,18,16.4,2
"ZBSC",17,"2026-03-04T04:45:01.924Z",false,16.8,22.5,18.8,2
"BTSC",12,"2026-03-04T05:00:02.423Z",false,15,18,16.4,2
"DTSC",35,"2026-03-04T05:00:02.423Z",false,15.2,17.6,16.5,3
"JJSC",59,"2026-03-04T05:00:02.423Z",false,15.2,17.6,16.5,3
"NHSC",56,"2026-03-04T05:00:02.423Z",false,15,18,16.4,2
"SLSC",22,"2026-03-04T05:00:02.423Z",false,15,18,16.4,2
"SSSC",26,"2026-03-04T05:00:02.423Z",false,15,18,16.4,2
"WSSC",17,"2026-03-04T05:00:02.423Z",false,15.2,17.6,16.5,3
"ZSSC",22,"2026-03-04T05:00:02.423Z",false,15.2,17.6,16.5,3
"LKSC",19,"2026-03-04T05:00:02.423Z",false,15.2,17.6,16.5,3
"TYSC",13,"2026-03-04T05:00:02.423Z",false,15.9,21.5,18.1,2
"SCSC",0,"2026-03-04T05:00:02.423Z",false,15.2,17.6,16.5,3
"NGSC",38,"2026-03-04T05:00:02.423Z",false,15,18,16.4,2
"PQFN",10,"2026-03-04T05:00:02.423Z",false,15,18,16.4,2
"CMSC",19,"2026-03-04T05:00:02.423Z",false,14.7,21.4,17.3,2
"NTSC",21,"2026-03-04T05:00:02.423Z",false,14.7,21.4,17.3,2
"RFFN",9,"2026-03-04T05:00:02.423Z",false,15,18,16.4,2
"BTSC",11,"2026-03-04T05:15:02.513Z",false,15,18,16.4,2
"DTSC",31,"2026-03-04T05:15:02.513Z",false,15.2,17.6,16.5,3
"JJSC",36,"2026-03-04T05:15:02.513Z",false,15.2,17.6,16.5,3
"NHSC",37,"2026-03-04T05:15:02.513Z",false,15,18,16.4,2
"SLSC",24,"2026-03-04T05:15:02.513Z",false,15,18,16.4,2
"SSSC",21,"2026-03-04T05:15:02.513Z",false,15,18,16.4,2
"WSSC",16,"2026-03-04T05:15:02.513Z",false,15.2,17.6,16.5,3
"ZSSC",11,"2026-03-04T05:15:02.513Z",false,15.2,17.6,16.5,3
"LKSC",13,"2026-03-04T05:15:02.513Z",false,15.2,17.6,16.5,3
"TYSC",12,"2026-03-04T05:15:02.513Z",false,15.9,21.5,18.1,2
"SCSC",10,"2026-03-04T05:15:02.513Z",false,15.2,17.6,16.5,3
"NGSC",33,"2026-03-04T05:15:02.513Z",false,15,18,16.4,2
"PQFN",10,"2026-03-04T05:15:02.513Z",false,15,18,16.4,2
"CMSC",13,"2026-03-04T05:15:02.513Z",false,14.7,21.4,17.3,2
"NTSC",19,"2026-03-04T05:15:02.513Z",false,14.7,21.4,17.3,2
"RFFN",10,"2026-03-04T05:15:02.513Z",false,15,18,16.4,2
"BTSC",10,"2026-03-04T05:30:02.870Z",false,15,18,16.4,2
"DTSC",31,"2026-03-04T05:30:02.870Z",false,15.2,17.6,16.5,3
"JJSC",25,"2026-03-04T05:30:02.870Z",false,15.2,17.6,16.5,3
"NHSC",31,"2026-03-04T05:30:02.870Z",false,15,18,16.4,2
"SLSC",18,"2026-03-04T05:30:02.870Z",false,15,18,16.4,2
"SSSC",15,"2026-03-04T05:30:02.870Z",false,15,18,16.4,2
"WSSC",13,"2026-03-04T05:30:02.870Z",false,15.2,17.6,16.5,3
"ZSSC",13,"2026-03-04T05:30:02.870Z",false,15.2,17.6,16.5,3
"LKSC",16,"2026-03-04T05:30:02.870Z",false,15.2,17.6,16.5,3
"TYSC",11,"2026-03-04T05:30:02.870Z",false,15.9,21.5,18.1,2
"SCSC",22,"2026-03-04T05:30:02.870Z",false,15.2,17.6,16.5,3
"NGSC",27,"2026-03-04T05:30:02.870Z",false,15,18,16.4,2
"PQFN",9,"2026-03-04T05:30:02.870Z",false,15,18,16.4,2
"CMSC",16,"2026-03-04T05:30:02.870Z",false,14.7,21.4,17.3,2
"NTSC",16,"2026-03-04T05:30:02.870Z",false,14.7,21.4,17.3,2
"RFFN",9,"2026-03-04T05:30:02.870Z",false,15,18,16.4,2
"ZBSC",7,"2026-03-04T05:30:02.870Z",false,16.8,22.5,18.8,2
"BTSC",10,"2026-03-04T05:45:02.181Z",false,15,18,16.4,2
"DTSC",26,"2026-03-04T05:45:02.181Z",false,15.2,17.6,16.5,3
"JJSC",27,"2026-03-04T05:45:02.181Z",false,15.2,17.6,16.5,3
"NHSC",30,"2026-03-04T05:45:02.181Z",false,15,18,16.4,2
"SLSC",15,"2026-03-04T05:45:02.181Z",false,15,18,16.4,2
"SSSC",14,"2026-03-04T05:45:02.181Z",false,15,18,16.4,2
"WSSC",11,"2026-03-04T05:45:02.181Z",false,15.2,17.6,16.5,3
"ZSSC",13,"2026-03-04T05:45:02.181Z",false,15.2,17.6,16.5,3
"LKSC",15,"2026-03-04T05:45:02.181Z",false,15.2,17.6,16.5,3
"TYSC",7,"2026-03-04T05:45:02.181Z",false,15.9,21.5,18.1,2
"SCSC",26,"2026-03-04T05:45:02.181Z",false,15.2,17.6,16.5,3
"NGSC",21,"2026-03-04T05:45:02.181Z",false,15,18,16.4,2
"PQFN",7,"2026-03-04T05:45:02.181Z",false,15,18,16.4,2
"CMSC",15,"2026-03-04T05:45:02.181Z",false,14.7,21.4,17.3,2
"NTSC",19,"2026-03-04T05:45:02.181Z",false,14.7,21.4,17.3,2
"RFFN",10,"2026-03-04T05:45:02.181Z",false,15,18,16.4,2
"ZBSC",7,"2026-03-04T05:45:02.181Z",false,16.8,22.5,18.8,2
"BTSC",5,"2026-03-04T06:00:02.206Z",false,15,18,16.4,2
"DTSC",26,"2026-03-04T06:00:02.206Z",false,15.2,17.6,16.5,3
"JJSC",26,"2026-03-04T06:00:02.206Z",false,15.2,17.6,16.5,3
"NHSC",26,"2026-03-04T06:00:02.206Z",false,15,18,16.4,2
"SLSC",10,"2026-03-04T06:00:02.206Z",false,15,18,16.4,2
"SSSC",14,"2026-03-04T06:00:02.206Z",false,15,18,16.4,2
"WSSC",12,"2026-03-04T06:00:02.206Z",false,15.2,17.6,16.5,3
"ZSSC",12,"2026-03-04T06:00:02.206Z",false,15.2,17.6,16.5,3
"LKSC",12,"2026-03-04T06:00:02.206Z",false,15.2,17.6,16.5,3
"TYSC",9,"2026-03-04T06:00:02.206Z",false,15.9,21.5,18.1,2
"SCSC",32,"2026-03-04T06:00:02.206Z",false,15.2,17.6,16.5,3
"NGSC",18,"2026-03-04T06:00:02.206Z",false,15,18,16.4,2
"PQFN",10,"2026-03-04T06:00:02.206Z",false,15,18,16.4,2
"CMSC",12,"2026-03-04T06:00:02.206Z",false,14.7,21.4,17.3,2
"NTSC",25,"2026-03-04T06:00:02.206Z",false,14.7,21.4,17.3,2
"RFFN",11,"2026-03-04T06:00:02.206Z",false,15,18,16.4,2
"BTSC",7,"2026-03-04T06:15:02.031Z",false,15,18,16.4,2
"DTSC",36,"2026-03-04T06:15:02.031Z",false,15.2,17.6,16.5,3
"JJSC",38,"2026-03-04T06:15:02.031Z",false,15.2,17.6,16.5,3
"NHSC",41,"2026-03-04T06:15:02.031Z",false,15,18,16.4,2
"SLSC",26,"2026-03-04T06:15:02.031Z",false,15,18,16.4,2
"SSSC",28,"2026-03-04T06:15:02.031Z",false,15,18,16.4,2
"WSSC",20,"2026-03-04T06:15:02.031Z",false,15.2,17.6,16.5,3
"ZSSC",16,"2026-03-04T06:15:02.031Z",false,15.2,17.6,16.5,3
"LKSC",24,"2026-03-04T06:15:02.031Z",false,15.2,17.6,16.5,3
"TYSC",14,"2026-03-04T06:15:02.031Z",false,15.9,21.5,18.1,2
"SCSC",39,"2026-03-04T06:15:02.031Z",false,15.2,17.6,16.5,3
"NGSC",40,"2026-03-04T06:15:02.031Z",false,15,18,16.4,2
"PQFN",12,"2026-03-04T06:15:02.031Z",false,15,18,16.4,2
"CMSC",24,"2026-03-04T06:15:02.031Z",false,14.7,21.4,17.3,2
"NTSC",41,"2026-03-04T06:15:02.031Z",false,14.7,21.4,17.3,2
"RFFN",10,"2026-03-04T06:15:02.031Z",false,15,18,16.4,2
"ZBSC",16,"2026-03-04T06:15:02.031Z",false,16.8,22.5,18.8,2
"BTSC",7,"2026-03-04T06:30:01.955Z",false,15,18,16.4,2
"DTSC",39,"2026-03-04T06:30:01.955Z",false,15.2,17.6,16.5,3
"JJSC",40,"2026-03-04T06:30:01.955Z",false,15.2,17.6,16.5,3
"NHSC",45,"2026-03-04T06:30:01.955Z",false,15,18,16.4,2
"SLSC",35,"2026-03-04T06:30:01.955Z",false,15,18,16.4,2
"SSSC",34,"2026-03-04T06:30:01.955Z",false,15,18,16.4,2
"WSSC",26,"2026-03-04T06:30:01.955Z",false,15.2,17.6,16.5,3
"ZSSC",18,"2026-03-04T06:30:01.955Z",false,15.2,17.6,16.5,3
"LKSC",28,"2026-03-04T06:30:01.955Z",false,15.2,17.6,16.5,3
"TYSC",16,"2026-03-04T06:30:01.955Z",false,15.9,21.5,18.1,2
"SCSC",40,"2026-03-04T06:30:01.955Z",false,15.2,17.6,16.5,3
"NGSC",47,"2026-03-04T06:30:01.955Z",false,15,18,16.4,2
"PQFN",11,"2026-03-04T06:30:01.955Z",false,15,18,16.4,2
"CMSC",28,"2026-03-04T06:30:01.955Z",false,14.7,21.4,17.3,2
"NTSC",47,"2026-03-04T06:30:01.955Z",false,14.7,21.4,17.3,2
"RFFN",8,"2026-03-04T06:30:01.955Z",false,15,18,16.4,2
"ZBSC",19,"2026-03-04T06:30:01.955Z",false,16.8,22.5,18.8,2
"BTSC",7,"2026-03-04T06:45:02.067Z",false,15,18,16.4,2
"DTSC",44,"2026-03-04T06:45:02.067Z",false,15.2,17.6,16.5,3
"JJSC",45,"2026-03-04T06:45:02.067Z",false,15.2,17.6,16.5,3
"NHSC",47,"2026-03-04T06:45:02.067Z",false,15,18,16.4,2
"SLSC",48,"2026-03-04T06:45:02.067Z",false,15,18,16.4,2
"SSSC",37,"2026-03-04T06:45:02.067Z",false,15,18,16.4,2
"WSSC",32,"2026-03-04T06:45:02.067Z",false,15.2,17.6,16.5,3
"ZSSC",24,"2026-03-04T06:45:02.067Z",false,15.2,17.6,16.5,3
"LKSC",31,"2026-03-04T06:45:02.067Z",false,15.2,17.6,16.5,3
"TYSC",22,"2026-03-04T06:45:02.067Z",false,15.9,21.5,18.1,2
"SCSC",37,"2026-03-04T06:45:02.067Z",false,15.2,17.6,16.5,3
"NGSC",49,"2026-03-04T06:45:02.067Z",false,15,18,16.4,2
"PQFN",12,"2026-03-04T06:45:02.067Z",false,15,18,16.4,2
"CMSC",31,"2026-03-04T06:45:02.067Z",false,14.7,21.4,17.3,2
"NTSC",45,"2026-03-04T06:45:02.067Z",false,14.7,21.4,17.3,2
"RFFN",10,"2026-03-04T06:45:02.067Z",false,15,18,16.4,2
"BTSC",7,"2026-03-04T07:00:02.361Z",false,15,18,16.4,2
"DTSC",44,"2026-03-04T07:00:02.361Z",false,15.2,17.6,16.5,3
"JJSC",50,"2026-03-04T07:00:02.361Z",false,15.2,17.6,16.5,3
"NHSC",52,"2026-03-04T07:00:02.361Z",false,15,18,16.4,2
"SLSC",53,"2026-03-04T07:00:02.361Z",false,15,18,16.4,2
"SSSC",34,"2026-03-04T07:00:02.361Z",false,15,18,16.4,2
"WSSC",36,"2026-03-04T07:00:02.361Z",false,15.2,17.6,16.5,3
"ZSSC",27,"2026-03-04T07:00:02.361Z",false,15.2,17.6,16.5,3
"LKSC",31,"2026-03-04T07:00:02.361Z",false,15.2,17.6,16.5,3
"TYSC",22,"2026-03-04T07:00:02.361Z",false,15.9,21.5,18.1,2
"SCSC",37,"2026-03-04T07:00:02.361Z",false,15.2,17.6,16.5,3
"NGSC",51,"2026-03-04T07:00:02.361Z",false,15,18,16.4,2
"PQFN",14,"2026-03-04T07:00:02.361Z",false,15,18,16.4,2
"CMSC",31,"2026-03-04T07:00:02.361Z",false,14.7,21.4,17.3,2
"NTSC",35,"2026-03-04T07:00:02.361Z",false,14.7,21.4,17.3,2
"RFFN",14,"2026-03-04T07:00:02.361Z",false,15,18,16.4,2
"ZBSC",28,"2026-03-04T07:00:02.361Z",false,16.8,22.5,18.8,2
"BTSC",13,"2026-03-04T07:15:02.105Z",false,15,18,16.4,2
"DTSC",47,"2026-03-04T07:15:02.105Z",false,15.2,17.6,16.5,3
"JJSC",58,"2026-03-04T07:15:02.105Z",false,15.2,17.6,16.5,3
"NHSC",55,"2026-03-04T07:15:02.105Z",false,15,18,16.4,2
"SLSC",53,"2026-03-04T07:15:02.105Z",false,15,18,16.4,2
"SSSC",30,"2026-03-04T07:15:02.105Z",false,15,18,16.4,2
"WSSC",31,"2026-03-04T07:15:02.105Z",false,15.2,17.6,16.5,3
"ZSSC",28,"2026-03-04T07:15:02.105Z",false,15.2,17.6,16.5,3
"LKSC",30,"2026-03-04T07:15:02.105Z",false,15.2,17.6,16.5,3
"TYSC",24,"2026-03-04T07:15:02.105Z",false,15.9,21.5,18.1,2
"SCSC",39,"2026-03-04T07:15:02.105Z",false,15.2,17.6,16.5,3
"NGSC",51,"2026-03-04T07:15:02.105Z",false,15,18,16.4,2
"PQFN",14,"2026-03-04T07:15:02.105Z",false,15,18,16.4,2
"CMSC",30,"2026-03-04T07:15:02.105Z",false,14.7,21.4,17.3,2
"NTSC",34,"2026-03-04T07:15:02.105Z",false,14.7,21.4,17.3,2
"RFFN",18,"2026-03-04T07:15:02.105Z",false,15,18,16.4,2
"BTSC",12,"2026-03-04T07:30:02.236Z",false,15,18,16.4,2
"DTSC",48,"2026-03-04T07:30:02.236Z",false,15.2,17.6,16.5,3
"JJSC",70,"2026-03-04T07:30:02.236Z",false,15.2,17.6,16.5,3
"NHSC",61,"2026-03-04T07:30:02.236Z",false,15,18,16.4,2
"SLSC",52,"2026-03-04T07:30:02.236Z",false,15,18,16.4,2
"SSSC",28,"2026-03-04T07:30:02.236Z",false,15,18,16.4,2
"WSSC",33,"2026-03-04T07:30:02.236Z",false,15.2,17.6,16.5,3
"ZSSC",29,"2026-03-04T07:30:02.236Z",false,15.2,17.6,16.5,3
"LKSC",32,"2026-03-04T07:30:02.236Z",false,15.2,17.6,16.5,3
"TYSC",24,"2026-03-04T07:30:02.236Z",false,15.9,21.5,18.1,2
"SCSC",41,"2026-03-04T07:30:02.236Z",false,15.2,17.6,16.5,3
"NGSC",52,"2026-03-04T07:30:02.236Z",false,15,18,16.4,2
"PQFN",15,"2026-03-04T07:30:02.236Z",false,15,18,16.4,2
"CMSC",32,"2026-03-04T07:30:02.236Z",false,14.7,21.4,17.3,2
"NTSC",43,"2026-03-04T07:30:02.236Z",false,14.7,21.4,17.3,2
"RFFN",14,"2026-03-04T07:30:02.236Z",false,15,18,16.4,2
"ZBSC",34,"2026-03-04T07:30:02.236Z",false,16.8,22.5,18.8,2
"BTSC",15,"2026-03-04T07:45:02.247Z",false,15,18,16.4,2
"DTSC",45,"2026-03-04T07:45:02.247Z",false,15.2,17.6,16.5,3
"JJSC",70,"2026-03-04T07:45:02.247Z",false,15.2,17.6,16.5,3
"NHSC",65,"2026-03-04T07:45:02.247Z",false,15,18,16.4,2
"SLSC",47,"2026-03-04T07:45:02.247Z",false,15,18,16.4,2
"SSSC",33,"2026-03-04T07:45:02.247Z",false,15,18,16.4,2
"WSSC",32,"2026-03-04T07:45:02.247Z",false,15.2,17.6,16.5,3
"ZSSC",21,"2026-03-04T07:45:02.247Z",false,15.2,17.6,16.5,3
"LKSC",29,"2026-03-04T07:45:02.247Z",false,15.2,17.6,16.5,3
"TYSC",30,"2026-03-04T07:45:02.247Z",false,15.9,21.5,18.1,2
"SCSC",41,"2026-03-04T07:45:02.247Z",false,15.2,17.6,16.5,3
"NGSC",56,"2026-03-04T07:45:02.247Z",false,15,18,16.4,2
"PQFN",15,"2026-03-04T07:45:02.247Z",false,15,18,16.4,2
"CMSC",29,"2026-03-04T07:45:02.247Z",false,14.7,21.4,17.3,2
"NTSC",47,"2026-03-04T07:45:02.247Z",false,14.7,21.4,17.3,2
"RFFN",14,"2026-03-04T07:45:02.247Z",false,15,18,16.4,2
"BTSC",15,"2026-03-04T08:00:02.344Z",false,15,18,16.4,2
"DTSC",50,"2026-03-04T08:00:02.344Z",false,15.2,17.6,16.5,3
"JJSC",68,"2026-03-04T08:00:02.344Z",false,15.2,17.6,16.5,3
"NHSC",58,"2026-03-04T08:00:02.344Z",false,15,18,16.4,2
"SLSC",34,"2026-03-04T08:00:02.344Z",false,15,18,16.4,2
"SSSC",27,"2026-03-04T08:00:02.344Z",false,15,18,16.4,2
"WSSC",24,"2026-03-04T08:00:02.344Z",false,15.2,17.6,16.5,3
"ZSSC",16,"2026-03-04T08:00:02.344Z",false,15.2,17.6,16.5,3
"LKSC",26,"2026-03-04T08:00:02.344Z",false,15.2,17.6,16.5,3
"TYSC",29,"2026-03-04T08:00:02.344Z",false,15.9,21.5,18.1,2
"SCSC",39,"2026-03-04T08:00:02.344Z",false,15.2,17.6,16.5,3
"NGSC",51,"2026-03-04T08:00:02.344Z",false,15,18,16.4,2
"PQFN",18,"2026-03-04T08:00:02.344Z",false,15,18,16.4,2
"CMSC",26,"2026-03-04T08:00:02.344Z",false,14.7,21.4,17.3,2
"NTSC",40,"2026-03-04T08:00:02.344Z",false,14.7,21.4,17.3,2
"RFFN",17,"2026-03-04T08:00:02.344Z",false,15,18,16.4,2
"ZBSC",26,"2026-03-04T08:00:02.344Z",false,16.8,22.5,18.8,2
"BTSC",17,"2026-03-04T08:15:02.520Z",false,15,18,16.4,2
"DTSC",52,"2026-03-04T08:15:02.520Z",false,15.2,17.6,16.5,3
"JJSC",68,"2026-03-04T08:15:02.520Z",false,15.2,17.6,16.5,3
"NHSC",48,"2026-03-04T08:15:02.520Z",false,15,18,16.4,2
"SLSC",38,"2026-03-04T08:15:02.520Z",false,15,18,16.4,2
"SSSC",24,"2026-03-04T08:15:02.520Z",false,15,18,16.4,2
"WSSC",29,"2026-03-04T08:15:02.520Z",false,15.2,17.6,16.5,3
"ZSSC",11,"2026-03-04T08:15:02.520Z",false,15.2,17.6,16.5,3
"LKSC",30,"2026-03-04T08:15:02.520Z",false,15.2,17.6,16.5,3
"TYSC",30,"2026-03-04T08:15:02.520Z",false,15.9,21.5,18.1,2
