"location","peoNum","time","isHoliday","min_temp","max_temp","avg_temp","subjective_precipitation_category"
"SLSC",55,"2026-03-09T01:00:02.621Z",false,14.4,18.7,16.6,2
"SSSC",54,"2026-03-09T01:00:02.621Z",false,14.4,18.7,16.6,2
"WSSC",39,"2026-03-09T01:00:02.621Z",false,14.5,17.7,16.4,2
"ZSSC",33,"2026-03-09T01:00:02.621Z",false,14.5,17.7,16.4,2
"LKSC",32,"2026-03-09T01:00:02.621Z",false,14.5,17.7,16.4,2
"TYSC",25,"2026-03-09T01:00:02.621Z",false,16.1,19.9,18.2,1
"SCSC",18,"2026-03-09T01:00:02.621Z",false,14.5,17.7,16.4,2
"NGSC",71,"2026-03-09T01:00:02.621Z",false,14.4,18.7,16.6,2
"PQFN",9,"2026-03-09T01:00:02.621Z",false,14.4,18.7,16.6,2
"CMSC",32,"2026-03-09T01:00:02.621Z",false,14.6,25,18.5,1
"NTSC",38,"2026-03-09T01:00:02.621Z",false,14.6,25,18.5,1
"RFFN",7,"2026-03-09T01:00:02.621Z",false,14.4,18.7,16.6,2
"ZBSC",17,"2026-03-09T01:00:02.621Z",false,16.7,21.8,18.8,1
"BTSC",34,"2026-03-09T01:15:02.584Z",false,14.4,18.7,16.6,2
"DTSC",49,"2026-03-09T01:15:02.584Z",false,14.5,17.7,16.4,2
"JJSC",69,"2026-03-09T01:15:02.584Z",false,14.5,17.7,16.4,2
"NHSC",68,"2026-03-09T01:15:02.584Z",false,14.4,18.7,16.6,2
"SLSC",59,"2026-03-09T01:15:02.584Z",false,14.4,18.7,16.6,2
"SSSC",45,"2026-03-09T01:15:02.584Z",false,14.4,18.7,16.6,2
"WSSC",39,"2026-03-09T01:15:02.584Z",false,14.5,17.7,16.4,2
"ZSSC",29,"2026-03-09T01:15:02.584Z",false,14.5,17.7,16.4,2
"LKSC",36,"2026-03-09T01:15:02.584Z",false,14.5,17.7,16.4,2
"TYSC",24,"2026-03-09T01:15:02.584Z",false,16.1,19.9,18.2,1
"SCSC",24,"2026-03-09T01:15:02.584Z",false,14.5,17.7,16.4,2
"NGSC",60,"2026-03-09T01:15:02.584Z",false,14.4,18.7,16.6,2
"PQFN",10,"2026-03-09T01:15:02.584Z",false,14.4,18.7,16.6,2
"CMSC",36,"2026-03-09T01:15:02.584Z",false,14.6,25,18.5,1
"NTSC",36,"2026-03-09T01:15:02.584Z",false,14.6,25,18.5,1
"RFFN",9,"2026-03-09T01:15:02.584Z",false,14.4,18.7,16.6,2
"ZBSC",17,"2026-03-09T01:15:02.584Z",false,16.7,21.8,18.8,1
"BTSC",34,"2026-03-09T01:30:02.392Z",false,14.4,18.7,16.6,2
"DTSC",44,"2026-03-09T01:30:02.392Z",false,14.5,17.7,16.4,2
"JJSC",57,"2026-03-09T01:30:02.392Z",false,14.5,17.7,16.4,2
"NHSC",64,"2026-03-09T01:30:02.392Z",false,14.4,18.7,16.6,2
"SLSC",57,"2026-03-09T01:30:02.392Z",false,14.4,18.7,16.6,2
"SSSC",39,"2026-03-09T01:30:02.392Z",false,14.4,18.7,16.6,2
"WSSC",38,"2026-03-09T01:30:02.392Z",false,14.5,17.7,16.4,2
"ZSSC",31,"2026-03-09T01:30:02.392Z",false,14.5,17.7,16.4,2
"LKSC",35,"2026-03-09T01:30:02.392Z",false,14.5,17.7,16.4,2
"TYSC",22,"2026-03-09T01:30:02.392Z",false,16.1,19.9,18.2,1
"SCSC",23,"2026-03-09T01:30:02.392Z",false,14.5,17.7,16.4,2
"NGSC",50,"2026-03-09T01:30:02.392Z",false,14.4,18.7,16.6,2
"PQFN",9,"2026-03-09T01:30:02.392Z",false,14.4,18.7,16.6,2
"CMSC",35,"2026-03-09T01:30:02.392Z",false,14.6,25,18.5,1
"NTSC",39,"2026-03-09T01:30:02.392Z",false,14.6,25,18.5,1
"RFFN",11,"2026-03-09T01:30:02.392Z",false,14.4,18.7,16.6,2
"ZBSC",23,"2026-03-09T01:30:02.392Z",false,16.7,21.8,18.8,1
"BTSC",33,"2026-03-09T01:45:02.225Z",false,14.4,18.7,16.6,2
"DTSC",39,"2026-03-09T01:45:02.225Z",false,14.5,17.7,16.4,2
"JJSC",45,"2026-03-09T01:45:02.225Z",false,14.5,17.7,16.4,2
"NHSC",60,"2026-03-09T01:45:02.225Z",false,14.4,18.7,16.6,2
"SLSC",43,"2026-03-09T01:45:02.225Z",false,14.4,18.7,16.6,2
"SSSC",31,"2026-03-09T01:45:02.225Z",false,14.4,18.7,16.6,2
"WSSC",38,"2026-03-09T01:45:02.225Z",false,14.5,17.7,16.4,2
"ZSSC",30,"2026-03-09T01:45:02.225Z",false,14.5,17.7,16.4,2
"LKSC",28,"2026-03-09T01:45:02.225Z",false,14.5,17.7,16.4,2
"TYSC",19,"2026-03-09T01:45:02.225Z",false,16.1,19.9,18.2,1
"SCSC",24,"2026-03-09T01:45:02.225Z",false,14.5,17.7,16.4,2
"NGSC",53,"2026-03-09T01:45:02.225Z",false,14.4,18.7,16.6,2
"PQFN",7,"2026-03-09T01:45:02.225Z",false,14.4,18.7,16.6,2
"CMSC",28,"2026-03-09T01:45:02.225Z",false,14.6,25,18.5,1
"NTSC",40,"2026-03-09T01:45:02.225Z",false,14.6,25,18.5,1
"RFFN",16,"2026-03-09T01:45:02.225Z",false,14.4,18.7,16.6,2
"ZBSC",24,"2026-03-09T01:45:02.225Z",false,16.7,21.8,18.8,1
"BTSC",19,"2026-03-09T02:00:02.771Z",false,14.4,18.7,16.6,2
"DTSC",34,"2026-03-09T02:00:02.771Z",false,14.5,17.7,16.4,2
"JJSC",31,"2026-03-09T02:00:02.771Z",false,14.5,17.7,16.4,2
"NHSC",41,"2026-03-09T02:00:02.771Z",false,14.4,18.7,16.6,2
"SLSC",23,"2026-03-09T02:00:02.771Z",false,14.4,18.7,16.6,2
"SSSC",30,"2026-03-09T02:00:02.771Z",false,14.4,18.7,16.6,2
"WSSC",27,"2026-03-09T02:00:02.771Z",false,14.5,17.7,16.4,2
"ZSSC",24,"2026-03-09T02:00:02.771Z",false,14.5,17.7,16.4,2
"LKSC",13,"2026-03-09T02:00:02.771Z",false,14.5,17.7,16.4,2
"TYSC",21,"2026-03-09T02:00:02.771Z",false,16.1,19.9,18.2,1
"SCSC",16,"2026-03-09T02:00:02.771Z",false,14.5,17.7,16.4,2
"NGSC",53,"2026-03-09T02:00:02.771Z",false,14.4,18.7,16.6,2
"PQFN",7,"2026-03-09T02:00:02.771Z",false,14.4,18.7,16.6,2
"CMSC",13,"2026-03-09T02:00:02.771Z",false,14.6,25,18.5,1
"NTSC",35,"2026-03-09T02:00:02.771Z",false,14.6,25,18.5,1
"RFFN",23,"2026-03-09T02:00:02.771Z",false,14.4,18.7,16.6,2
"ZBSC",21,"2026-03-09T02:00:02.771Z",false,16.7,21.8,18.8,1
"BTSC",21,"2026-03-09T02:15:02.123Z",false,14.4,18.7,16.6,2
"DTSC",29,"2026-03-09T02:15:02.123Z",false,14.5,17.7,16.4,2
"JJSC",32,"2026-03-09T02:15:02.123Z",false,14.5,17.7,16.4,2
"NHSC",24,"2026-03-09T02:15:02.123Z",false,14.4,18.7,16.6,2
"SLSC",34,"2026-03-09T02:15:02.123Z",false,14.4,18.7,16.6,2
"SSSC",25,"2026-03-09T02:15:02.123Z",false,14.4,18.7,16.6,2
"WSSC",20,"2026-03-09T02:15:02.123Z",false,14.5,17.7,16.4,2
"ZSSC",7,"2026-03-09T02:15:02.123Z",false,14.5,17.7,16.4,2
"LKSC",12,"2026-03-09T02:15:02.123Z",false,14.5,17.7,16.4,2
"TYSC",27,"2026-03-09T02:15:02.123Z",false,16.1,19.9,18.2,1
"SCSC",15,"2026-03-09T02:15:02.123Z",false,14.5,17.7,16.4,2
"NGSC",44,"2026-03-09T02:15:02.123Z",false,14.4,18.7,16.6,2
"PQFN",10,"2026-03-09T02:15:02.123Z",false,14.4,18.7,16.6,2
"CMSC",12,"2026-03-09T02:15:02.123Z",false,14.6,25,18.5,1
"NTSC",34,"2026-03-09T02:15:02.123Z",false,14.6,25,18.5,1
"RFFN",25,"2026-03-09T02:15:02.123Z",false,14.4,18.7,16.6,2
"ZBSC",20,"2026-03-09T02:15:02.123Z",false,16.7,21.8,18.8,1
"BTSC",23,"2026-03-09T02:30:02.317Z",false,14.4,18.7,16.6,2
"DTSC",26,"2026-03-09T02:30:02.317Z",false,14.5,17.7,16.4,2
"JJSC",38,"2026-03-09T02:30:02.317Z",false,14.5,17.7,16.4,2
"NHSC",24,"2026-03-09T02:30:02.317Z",false,14.4,18.7,16.6,2
"SLSC",33,"2026-03-09T02:30:02.317Z",false,14.4,18.7,16.6,2
"SSSC",32,"2026-03-09T02:30:02.317Z",false,14.4,18.7,16.6,2
"WSSC",26,"2026-03-09T02:30:02.317Z",false,14.5,17.7,16.4,2
"ZSSC",10,"2026-03-09T02:30:02.317Z",false,14.5,17.7,16.4,2
"LKSC",17,"2026-03-09T02:30:02.317Z",false,14.5,17.7,16.4,2
"TYSC",27,"2026-03-09T02:30:02.317Z",false,16.1,19.9,18.2,1
"SCSC",19,"2026-03-09T02:30:02.317Z",false,14.5,17.7,16.4,2
"NGSC",43,"2026-03-09T02:30:02.317Z",false,14.4,18.7,16.6,2
"PQFN",11,"2026-03-09T02:30:02.317Z",false,14.4,18.7,16.6,2
"CMSC",17,"2026-03-09T02:30:02.317Z",false,14.6,25,18.5,1
"NTSC",35,"2026-03-09T02:30:02.317Z",false,14.6,25,18.5,1
"RFFN",26,"2026-03-09T02:30:02.317Z",false,14.4,18.7,16.6,2
"ZBSC",19,"2026-03-09T02:30:02.317Z",false,16.7,21.8,18.8,1
"BTSC",20,"2026-03-09T02:45:02.554Z",false,14.4,18.7,16.6,2
"DTSC",28,"2026-03-09T02:45:02.554Z",false,14.5,17.7,16.4,2
"JJSC",39,"2026-03-09T02:45:02.554Z",false,14.5,17.7,16.4,2
"NHSC",23,"2026-03-09T02:45:02.554Z",false,14.4,18.7,16.6,2
"SLSC",37,"2026-03-09T02:45:02.554Z",false,14.4,18.7,16.6,2
"SSSC",32,"2026-03-09T02:45:02.554Z",false,14.4,18.7,16.6,2
"WSSC",28,"2026-03-09T02:45:02.554Z",false,14.5,17.7,16.4,2
"ZSSC",9,"2026-03-09T02:45:02.554Z",false,14.5,17.7,16.4,2
"LKSC",20,"2026-03-09T02:45:02.554Z",false,14.5,17.7,16.4,2
"TYSC",31,"2026-03-09T02:45:02.554Z",false,16.1,19.9,18.2,1
"SCSC",24,"2026-03-09T02:45:02.554Z",false,14.5,17.7,16.4,2
"NGSC",40,"2026-03-09T02:45:02.554Z",false,14.4,18.7,16.6,2
"PQFN",13,"2026-03-09T02:45:02.554Z",false,14.4,18.7,16.6,2
"CMSC",20,"2026-03-09T02:45:02.554Z",false,14.6,25,18.5,1
"NTSC",32,"2026-03-09T02:45:02.554Z",false,14.6,25,18.5,1
"RFFN",30,"2026-03-09T02:45:02.554Z",false,14.4,18.7,16.6,2
"ZBSC",17,"2026-03-09T02:45:02.554Z",false,16.7,21.8,18.8,1
"BTSC",20,"2026-03-09T03:00:01.784Z",false,14.4,18.7,16.6,2
"DTSC",31,"2026-03-09T03:00:01.784Z",false,14.5,17.7,16.4,2
"JJSC",38,"2026-03-09T03:00:01.784Z",false,14.5,17.7,16.4,2
"NHSC",26,"2026-03-09T03:00:01.784Z",false,14.4,18.7,16.6,2
"SLSC",38,"2026-03-09T03:00:01.784Z",false,14.4,18.7,16.6,2
"SSSC",34,"2026-03-09T03:00:01.784Z",false,14.4,18.7,16.6,2
"WSSC",29,"2026-03-09T03:00:01.784Z",false,14.5,17.7,16.4,2
"ZSSC",14,"2026-03-09T03:00:01.784Z",false,14.5,17.7,16.4,2
"LKSC",22,"2026-03-09T03:00:01.784Z",false,14.5,17.7,16.4,2
"TYSC",30,"2026-03-09T03:00:01.784Z",false,16.1,19.9,18.2,1
"SCSC",22,"2026-03-09T03:00:01.784Z",false,14.5,17.7,16.4,2
"NGSC",39,"2026-03-09T03:00:01.784Z",false,14.4,18.7,16.6,2
"PQFN",12,"2026-03-09T03:00:01.784Z",false,14.4,18.7,16.6,2
"CMSC",22,"2026-03-09T03:00:01.784Z",false,14.6,25,18.5,1
"NTSC",37,"2026-03-09T03:00:01.784Z",false,14.6,25,18.5,1
"RFFN",34,"2026-03-09T03:00:01.784Z",false,14.4,18.7,16.6,2
"ZBSC",20,"2026-03-09T03:00:01.784Z",false,16.7,21.8,18.8,1
"BTSC",20,"2026-03-09T03:15:02.328Z",false,14.4,18.7,16.6,2
"DTSC",35,"2026-03-09T03:15:02.328Z",false,14.5,17.7,16.4,2
"JJSC",45,"2026-03-09T03:15:02.328Z",false,14.5,17.7,16.4,2
"NHSC",29,"2026-03-09T03:15:02.328Z",false,14.4,18.7,16.6,2
"SLSC",37,"2026-03-09T03:15:02.328Z",false,14.4,18.7,16.6,2
"SSSC",35,"2026-03-09T03:15:02.328Z",false,14.4,18.7,16.6,2
"WSSC",24,"2026-03-09T03:15:02.328Z",false,14.5,17.7,16.4,2
"ZSSC",16,"2026-03-09T03:15:02.328Z",false,14.5,17.7,16.4,2
"LKSC",20,"2026-03-09T03:15:02.328Z",false,14.5,17.7,16.4,2
"TYSC",27,"2026-03-09T03:15:02.328Z",false,16.1,19.9,18.2,1
"SCSC",21,"2026-03-09T03:15:02.328Z",false,14.5,17.7,16.4,2
"NGSC",40,"2026-03-09T03:15:02.328Z",false,14.4,18.7,16.6,2
"PQFN",8,"2026-03-09T03:15:02.328Z",false,14.4,18.7,16.6,2
"CMSC",20,"2026-03-09T03:15:02.328Z",false,14.6,25,18.5,1
"NTSC",41,"2026-03-09T03:15:02.328Z",false,14.6,25,18.5,1
"RFFN",31,"2026-03-09T03:15:02.328Z",false,14.4,18.7,16.6,2
"ZBSC",20,"2026-03-09T03:15:02.328Z",false,16.7,21.8,18.8,1
"BTSC",13,"2026-03-09T03:30:02.531Z",false,14.4,18.7,16.6,2
"DTSC",35,"2026-03-09T03:30:02.531Z",false,14.5,17.7,16.4,2
"JJSC",51,"2026-03-09T03:30:02.531Z",false,14.5,17.7,16.4,2
"NHSC",36,"2026-03-09T03:30:02.531Z",false,14.4,18.7,16.6,2
"SLSC",36,"2026-03-09T03:30:02.531Z",false,14.4,18.7,16.6,2
"SSSC",32,"2026-03-09T03:30:02.531Z",false,14.4,18.7,16.6,2
"WSSC",24,"2026-03-09T03:30:02.531Z",false,14.5,17.7,16.4,2
"ZSSC",19,"2026-03-09T03:30:02.531Z",false,14.5,17.7,16.4,2
"LKSC",17,"2026-03-09T03:30:02.531Z",false,14.5,17.7,16.4,2
"TYSC",25,"2026-03-09T03:30:02.531Z",false,16.1,19.9,18.2,1
"SCSC",18,"2026-03-09T03:30:02.531Z",false,14.5,17.7,16.4,2
"NGSC",39,"2026-03-09T03:30:02.531Z",false,14.4,18.7,16.6,2
"PQFN",8,"2026-03-09T03:30:02.531Z",false,14.4,18.7,16.6,2
"CMSC",17,"2026-03-09T03:30:02.531Z",false,14.6,25,18.5,1
"NTSC",37,"2026-03-09T03:30:02.531Z",false,14.6,25,18.5,1
"RFFN",27,"2026-03-09T03:30:02.531Z",false,14.4,18.7,16.6,2
"ZBSC",19,"2026-03-09T03:30:02.531Z",false,16.7,21.8,18.8,1
"BTSC",16,"2026-03-09T03:45:02.627Z",false,14.4,18.7,16.6,2
"DTSC",39,"2026-03-09T03:45:02.627Z",false,14.5,17.7,16.4,2
"JJSC",47,"2026-03-09T03:45:02.627Z",false,14.5,17.7,16.4,2
"NHSC",38,"2026-03-09T03:45:02.627Z",false,14.4,18.7,16.6,2
"SLSC",34,"2026-03-09T03:45:02.627Z",false,14.4,18.7,16.6,2
"SSSC",26,"2026-03-09T03:45:02.627Z",false,14.4,18.7,16.6,2
"WSSC",14,"2026-03-09T03:45:02.627Z",false,14.5,17.7,16.4,2
"ZSSC",22,"2026-03-09T03:45:02.627Z",false,14.5,17.7,16.4,2
"LKSC",17,"2026-03-09T03:45:02.627Z",false,14.5,17.7,16.4,2
"TYSC",20,"2026-03-09T03:45:02.627Z",false,16.1,19.9,18.2,1
"SCSC",14,"2026-03-09T03:45:02.627Z",false,14.5,17.7,16.4,2
"NGSC",36,"2026-03-09T03:45:02.627Z",false,14.4,18.7,16.6,2
"PQFN",9,"2026-03-09T03:45:02.627Z",false,14.4,18.7,16.6,2
"CMSC",17,"2026-03-09T03:45:02.627Z",false,14.6,25,18.5,1
"NTSC",40,"2026-03-09T03:45:02.627Z",false,14.6,25,18.5,1
"RFFN",29,"2026-03-09T03:45:02.627Z",false,14.4,18.7,16.6,2
"ZBSC",19,"2026-03-09T03:45:02.627Z",false,16.7,21.8,18.8,1
"BTSC",15,"2026-03-09T04:00:02.452Z",false,14.4,18.7,16.6,2
"DTSC",37,"2026-03-09T04:00:02.452Z",false,14.5,17.7,16.4,2
"JJSC",53,"2026-03-09T04:00:02.452Z",false,14.5,17.7,16.4,2
"NHSC",42,"2026-03-09T04:00:02.452Z",false,14.4,18.7,16.6,2
"SLSC",32,"2026-03-09T04:00:02.452Z",false,14.4,18.7,16.6,2
"SSSC",27,"2026-03-09T04:00:02.452Z",false,14.4,18.7,16.6,2
"WSSC",12,"2026-03-09T04:00:02.452Z",false,14.5,17.7,16.4,2
"ZSSC",23,"2026-03-09T04:00:02.452Z",false,14.5,17.7,16.4,2
"LKSC",14,"2026-03-09T04:00:02.452Z",false,14.5,17.7,16.4,2
"TYSC",23,"2026-03-09T04:00:02.452Z",false,16.1,19.9,18.2,1
"SCSC",15,"2026-03-09T04:00:02.452Z",false,14.5,17.7,16.4,2
"NGSC",42,"2026-03-09T04:00:02.452Z",false,14.4,18.7,16.6,2
"PQFN",9,"2026-03-09T04:00:02.452Z",false,14.4,18.7,16.6,2
"CMSC",14,"2026-03-09T04:00:02.452Z",false,14.6,25,18.5,1
"NTSC",33,"2026-03-09T04:00:02.452Z",false,14.6,25,18.5,1
"RFFN",24,"2026-03-09T04:00:02.452Z",false,14.4,18.7,16.6,2
"BTSC",16,"2026-03-09T04:15:02.448Z",false,14.4,18.7,16.6,2
"DTSC",31,"2026-03-09T04:15:02.448Z",false,14.5,17.7,16.4,2
"JJSC",62,"2026-03-09T04:15:02.448Z",false,14.5,17.7,16.4,2
"NHSC",54,"2026-03-09T04:15:02.448Z",false,14.4,18.7,16.6,2
"SLSC",32,"2026-03-09T04:15:02.448Z",false,14.4,18.7,16.6,2
"SSSC",34,"2026-03-09T04:15:02.448Z",false,14.4,18.7,16.6,2
"WSSC",10,"2026-03-09T04:15:02.448Z",false,14.5,17.7,16.4,2
"ZSSC",24,"2026-03-09T04:15:02.448Z",false,14.5,17.7,16.4,2
"LKSC",16,"2026-03-09T04:15:02.448Z",false,14.5,17.7,16.4,2
"TYSC",24,"2026-03-09T04:15:02.448Z",false,16.1,19.9,18.2,1
"SCSC",14,"2026-03-09T04:15:02.448Z",false,14.5,17.7,16.4,2
"NGSC",48,"2026-03-09T04:15:02.448Z",false,14.4,18.7,16.6,2
"PQFN",11,"2026-03-09T04:15:02.448Z",false,14.4,18.7,16.6,2
"CMSC",16,"2026-03-09T04:15:02.448Z",false,14.6,25,18.5,1
"NTSC",32,"2026-03-09T04:15:02.448Z",false,14.6,25,18.5,1
"RFFN",19,"2026-03-09T04:15:02.448Z",false,14.4,18.7,16.6,2
"ZBSC",17,"2026-03-09T04:15:02.448Z",false,16.7,21.8,18.8,1
"BTSC",17,"2026-03-09T04:30:02.438Z",false,14.4,18.7,16.6,2
"DTSC",28,"2026-03-09T04:30:02.438Z",false,14.5,17.7,16.4,2
"JJSC",80,"2026-03-09T04:30:02.438Z",false,14.5,17.7,16.4,2
"NHSC",70,"2026-03-09T04:30:02.438Z",false,14.4,18.7,16.6,2
"SLSC",30,"2026-03-09T04:30:02.438Z",false,14.4,18.7,16.6,2
"SSSC",44,"2026-03-09T04:30:02.438Z",false,14.4,18.7,16.6,2
"WSSC",11,"2026-03-09T04:30:02.438Z",false,14.5,17.7,16.4,2
"ZSSC",31,"2026-03-09T04:30:02.438Z",false,14.5,17.7,16.4,2
"LKSC",13,"2026-03-09T04:30:02.438Z",false,14.5,17.7,16.4,2
"TYSC",31,"2026-03-09T04:30:02.438Z",false,16.1,19.9,18.2,1
"SCSC",15,"2026-03-09T04:30:02.438Z",false,14.5,17.7,16.4,2
"NGSC",51,"2026-03-09T04:30:02.438Z",false,14.4,18.7,16.6,2
"PQFN",11,"2026-03-09T04:30:02.438Z",false,14.4,18.7,16.6,2
"CMSC",13,"2026-03-09T04:30:02.438Z",false,14.6,25,18.5,1
"NTSC",31,"2026-03-09T04:30:02.438Z",false,14.6,25,18.5,1
"RFFN",19,"2026-03-09T04:30:02.438Z",false,14.4,18.7,16.6,2
"ZBSC",24,"2026-03-09T04:30:02.438Z",false,16.7,21.8,18.8,1
"BTSC",18,"2026-03-09T04:45:02.211Z",false,14.4,18.7,16.6,2
"DTSC",29,"2026-03-09T04:45:02.211Z",false,14.5,17.7,16.4,2
"JJSC",71,"2026-03-09T04:45:02.211Z",false,14.5,17.7,16.4,2
"NHSC",58,"2026-03-09T04:45:02.211Z",false,14.4,18.7,16.6,2
"SLSC",33,"2026-03-09T04:45:02.211Z",false,14.4,18.7,16.6,2
"SSSC",48,"2026-03-09T04:45:02.211Z",false,14.4,18.7,16.6,2
"WSSC",14,"2026-03-09T04:45:02.211Z",false,14.5,17.7,16.4,2
"ZSSC",34,"2026-03-09T04:45:02.211Z",false,14.5,17.7,16.4,2
"LKSC",20,"2026-03-09T04:45:02.211Z",false,14.5,17.7,16.4,2
"TYSC",32,"2026-03-09T04:45:02.211Z",false,16.1,19.9,18.2,1
"SCSC",17,"2026-03-09T04:45:02.211Z",false,14.5,17.7,16.4,2
"NGSC",56,"2026-03-09T04:45:02.211Z",false,14.4,18.7,16.6,2
"PQFN",16,"2026-03-09T04:45:02.211Z",false,14.4,18.7,16.6,2
"CMSC",20,"2026-03-09T04:45:02.211Z",false,14.6,25,18.5,1
"NTSC",30,"2026-03-09T04:45:02.211Z",false,14.6,25,18.5,1
"RFFN",15,"2026-03-09T04:45:02.211Z",false,14.4,18.7,16.6,2
"ZBSC",27,"2026-03-09T04:45:02.211Z",false,16.7,21.8,18.8,1
"BTSC",17,"2026-03-09T05:00:02.074Z",false,14.4,18.7,16.6,2
"DTSC",27,"2026-03-09T05:00:02.074Z",false,14.5,17.7,16.4,2
"JJSC",55,"2026-03-09T05:00:02.074Z",false,14.5,17.7,16.4,2
"NHSC",49,"2026-03-09T05:00:02.074Z",false,14.4,18.7,16.6,2
"SLSC",22,"2026-03-09T05:00:02.074Z",false,14.4,18.7,16.6,2
"SSSC",43,"2026-03-09T05:00:02.074Z",false,14.4,18.7,16.6,2
"WSSC",15,"2026-03-09T05:00:02.074Z",false,14.5,17.7,16.4,2
"ZSSC",28,"2026-03-09T05:00:02.074Z",false,14.5,17.7,16.4,2
"LKSC",21,"2026-03-09T05:00:02.074Z",false,14.5,17.7,16.4,2
"TYSC",26,"2026-03-09T05:00:02.074Z",false,16.1,19.9,18.2,1
"SCSC",12,"2026-03-09T05:00:02.074Z",false,14.5,17.7,16.4,2
"NGSC",56,"2026-03-09T05:00:02.074Z",false,14.4,18.7,16.6,2
"PQFN",13,"2026-03-09T05:00:02.074Z",false,14.4,18.7,16.6,2
"CMSC",21,"2026-03-09T05:00:02.074Z",false,14.6,25,18.5,1
"NTSC",29,"2026-03-09T05:00:02.074Z",false,14.6,25,18.5,1
"RFFN",13,"2026-03-09T05:00:02.074Z",false,14.4,18.7,16.6,2
"ZBSC",29,"2026-03-09T05:00:02.074Z",false,16.7,21.8,18.8,1
"BTSC",15,"2026-03-09T05:15:02.449Z",false,14.4,18.7,16.6,2
"DTSC",24,"2026-03-09T05:15:02.449Z",false,14.5,17.7,16.4,2
"JJSC",32,"2026-03-09T05:15:02.449Z",false,14.5,17.7,16.4,2
"NHSC",36,"2026-03-09T05:15:02.449Z",false,14.4,18.7,16.6,2
"SLSC",25,"2026-03-09T05:15:02.449Z",false,14.4,18.7,16.6,2
"SSSC",30,"2026-03-09T05:15:02.449Z",false,14.4,18.7,16.6,2
"WSSC",15,"2026-03-09T05:15:02.449Z",false,14.5,17.7,16.4,2
"ZSSC",19,"2026-03-09T05:15:02.449Z",false,14.5,17.7,16.4,2
"LKSC",20,"2026-03-09T05:15:02.449Z",false,14.5,17.7,16.4,2
"TYSC",27,"2026-03-09T05:15:02.449Z",false,16.1,19.9,18.2,1
"SCSC",14,"2026-03-09T05:15:02.449Z",false,14.5,17.7,16.4,2
"NGSC",48,"2026-03-09T05:15:02.449Z",false,14.4,18.7,16.6,2
"PQFN",15,"2026-03-09T05:15:02.449Z",false,14.4,18.7,16.6,2
"CMSC",20,"2026-03-09T05:15:02.449Z",false,14.6,25,18.5,1
"NTSC",28,"2026-03-09T05:15:02.449Z",false,14.6,25,18.5,1
"RFFN",12,"2026-03-09T05:15:02.449Z",false,14.4,18.7,16.6,2
"ZBSC",24,"2026-03-09T05:15:02.449Z",false,16.7,21.8,18.8,1
"BTSC",13,"2026-03-09T05:30:02.481Z",false,14.4,18.7,16.6,2
"DTSC",24,"2026-03-09T05:30:02.481Z",false,14.5,17.7,16.4,2
"JJSC",33,"2026-03-09T05:30:02.481Z",false,14.5,17.7,16.4,2
"NHSC",26,"2026-03-09T05:30:02.481Z",false,14.4,18.7,16.6,2
"SLSC",26,"2026-03-09T05:30:02.481Z",false,14.4,18.7,16.6,2
"SSSC",24,"2026-03-09T05:30:02.481Z",false,14.4,18.7,16.6,2
"WSSC",15,"2026-03-09T05:30:02.481Z",false,14.5,17.7,16.4,2
"ZSSC",14,"2026-03-09T05:30:02.481Z",false,14.5,17.7,16.4,2
"LKSC",15,"2026-03-09T05:30:02.481Z",false,14.5,17.7,16.4,2
"TYSC",25,"2026-03-09T05:30:02.481Z",false,16.1,19.9,18.2,1
"SCSC",14,"2026-03-09T05:30:02.481Z",false,14.5,17.7,16.4,2
"NGSC",41,"2026-03-09T05:30:02.481Z",false,14.4,18.7,16.6,2
"PQFN",12,"2026-03-09T05:30:02.481Z",false,14.4,18.7,16.6,2
"CMSC",15,"2026-03-09T05:30:02.481Z",false,14.6,25,18.5,1
"NTSC",29,"2026-03-09T05:30:02.481Z",false,14.6,25,18.5,1
"RFFN",13,"2026-03-09T05:30:02.481Z",false,14.4,18.7,16.6,2
"BTSC",13,"2026-03-09T05:45:01.645Z",false,14.4,18.7,16.6,2
"DTSC",32,"2026-03-09T05:45:01.645Z",false,14.5,17.7,16.4,2
"JJSC",36,"2026-03-09T05:45:01.645Z",false,14.5,17.7,16.4,2
"NHSC",29,"2026-03-09T05:45:01.645Z",false,14.4,18.7,16.6,2
"SLSC",26,"2026-03-09T05:45:01.645Z",false,14.4,18.7,16.6,2
"SSSC",24,"2026-03-09T05:45:01.645Z",false,14.4,18.7,16.6,2
"WSSC",14,"2026-03-09T05:45:01.645Z",false,14.5,17.7,16.4,2
"ZSSC",13,"2026-03-09T05:45:01.645Z",false,14.5,17.7,16.4,2
"LKSC",15,"2026-03-09T05:45:01.645Z",false,14.5,17.7,16.4,2
"TYSC",25,"2026-03-09T05:45:01.645Z",false,16.1,19.9,18.2,1
"SCSC",13,"2026-03-09T05:45:01.645Z",false,14.5,17.7,16.4,2
"NGSC",40,"2026-03-09T05:45:01.645Z",false,14.4,18.7,16.6,2
"PQFN",12,"2026-03-09T05:45:01.645Z",false,14.4,18.7,16.6,2
"CMSC",15,"2026-03-09T05:45:01.645Z",false,14.6,25,18.5,1
"NTSC",34,"2026-03-09T05:45:01.645Z",false,14.6,25,18.5,1
"RFFN",10,"2026-03-09T05:45:01.645Z",false,14.4,18.7,16.6,2
